0,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0.2,0,0.2,0,0,0,0,0
0,0,0.4,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0.2,0,0
0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0.2,0
0,0,0,0.2,0,0,0.4,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0
0,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0
0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0.2
0,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0.2,0,0
0,0.2,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0
0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0.2,0,0
0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0
0,0,0,0,0,0,0,0,0,0.4,0.2,0,0.2,0,0,0,0,0.2,0,0,0
0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0
0,0.2,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0
0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2
0,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0
0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0.2
0,0,0,0.2,0,0,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0
0,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0
0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0
0,0.2,0.2,0,0,0,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0
0,0,0,0,0.3333333333333333,0,0.16666666666666666,0,0,0,0.3333333333333333,0,0,0,0,0,0,0.16666666666666666,0,0,0
0,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0.3333333333333333,0.16666666666666666,0,0.16666666666666666,0,0
0,0,0,0.16666666666666666,0,0,0,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0,0
0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.5,0,0.16666666666666666,0,0,0,0
0,0,0,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,0,0
0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0,0,0.3333333333333333,0.16666666666666666,0,0,0
0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0,0.16666666666666666
0,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0
0,0.16666666666666666,0,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666
0,0.16666666666666666,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0,0
0,0,0,0,0,0,0,0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0
0,0,0,0.16666666666666666,0.16666666666666666,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0,0,0
0,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.16666666666666666,0,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0.16666666666666666
0,0,0,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0.16666666666666666,0
0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0,0
0,0.16666666666666666,0,0,0,0,0.3333333333333333,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0,0,0.16666666666666666
0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0.16666666666666666,0,0,0,0.16666666666666666,0,0
